page,column,line,source,page_score,row
69,2,"Evander, A. L., marinlák., G., 4600—4100",text,1745,15
69,2,"Evangeliska fosterlandsstiftelsens förlags-expedition, akt.-bol., Kl., 12380—17800",text,1745,16
69,2,"Evangeliska fosterlandsstiftelsens förlags- expedition, akt.-bol., A., 5950—",text,1745,17
69,2,"Ewe, E. W., byrâchef, Kh., 8460—12900",text,1745,18
69,2,"Ewerlöf, A. T., grossh., Kl., 4510—4100",text,1745,19
69,2,"Ewerlöf, P. S., kamrerare, Kh., 4330—3000",text,1745,20
69,2,"hustru,H.J.M.,70—100",text,1745,21
69,2,"Ewerlöf, O. A. H., kansliråd, H., 10050—9600",text,1745,22
69,2,"Ewerlöf, A. L., änkefru, Kh., 7530—12100",text,1745,23
69,2,"Ewerlöf, J. F., f. d. öfverlärare, Kh., 4250 —3900",text,1745,24
69,2,"Evers, G. E., arkitekt, G., —10200",text,1745,25
69,2,"Evers, O. H., f. d. generaldir., E., 300-81800",text,1745,26
69,2,"Ewert, O., kassör, G., 4370—5800",text,1745,27
70,1,"Faber, H. A. H., disp., J., 10000—9500",ref_text,1890,1
70,1,"hustru, A. A. W., —1300",ref_text,1890,2
70,1,"Fackföreningarnas tryckeriaktiebolag, A., 5020—4600",ref_text,1890,3
70,1,"Facklam, C. E. H., köpman, A., 12530—11600",ref_text,1890,4
70,1,"Facks, F. A., f. d. kommendörkapten, H., 3130—4400",ref_text,1890,5
70,1,"Fægersten, E. A. C., byråing., Kh., 6950—7200",ref_text,1890,6
70,1,"Fægersten, E. F. L., tjm., J., 6390—6600",ref_text,1890,7
70,1,"Færden,M.,akt.-bol.,E.,9630-8000",ref_text,1890,8
70,1,"Færden, M., verkst. dir., E., 12500—12900",ref_text,1890,9
70,1,"Fagerberg, K. G. A., bokh., J., 3050—4100",ref_text,1890,10
70,1,"Fagerberg, H. R., grossh., M., 12000—10200",ref_text,1890,11
70,1,"Fagerberg, A. F., målarm., Kl., 190—19300",ref_text,1890,12
70,1,"Fagerberg, A. F., mål.-m., J., 4130—",ref_text,1890,13
70,1,"Fagerberg, E. H., prokurist, O., 20500—17300",ref_text,1890,14
70,1,"Fagerholm, P. E., fil. d:r, Kh., 4510—5300",ref_text,1890,15
70,1,"Fagerlund, J. E., adjunkt, Kl., 7070—6600",ref_text,1890,16
70,1,"Fagerlund, C. A. V., dir., E., 6250—7200",ref_text,1890,17
70,1,"Fagerlund, K. B., lagerchef, A., 5160—5900",ref_text,1890,18
70,1,"Fagerlund, A. C. A., änkefru, E., 800—9600",ref_text,1890,19
70,1,"Fagerström, E. H., dir., H., 22350—26100",ref_text,1890,20
70,1,"Fagerström, E. E. F., ing., Mt., 8420—9500",ref_text,1890,21
70,1,"Fagerström, H. C., änkefru, H., 3780—9600",ref_text,1890,22
70,2,"Fahl, G. A., v. komminister, Kt., 4360—4100",ref_text,1890,1
70,2,"hustru,A.M.,240-200",ref_text,1890,2
70,2,"Fahlborg, A. F., bokför., Kl., 4050—3800",ref_text,1890,3
70,2,"Fahlcrantz' Boktryckeri, A.-B., J., 8580—7900",ref_text,1890,4
70,2,"Fahlcrantz, C. D. E., verkst. dir., Mt., 5580—5300",ref_text,1890,5
70,2,"Fahlcrantz, C. J., fil. d:r, Mt., 6320—5900",ref_text,1890,6
70,2,"Fahlcrantz, G. E., v. häradsh., J., 13700—13000",ref_text,1890,7
70,2,"Fahlcrantz, E. G., jägm., E., 4890—5700",ref_text,1890,8
70,2,"Fahlgren, J. A., kassör, G., 3500—3000",ref_text,1890,9
70,2,"hustru, E. V., 1650—1500",ref_text,1890,10
70,2,"Fahlgren,F.E.,änkefru,A.,10790—14300",ref_text,1890,11
70,2,"Fahlman, J. L., skådesp:a, H., 5440—5000",ref_text,1890,12
70,2,"Fahlstedt, F. E., litteratör, O., 4500—3800",ref_text,1890,13
70,2,"Fahlstedt, C. A. L., lärare, Kl., 6300—6100",ref_text,1890,14
70,2,"Fahlström, O. W., sjökapten, A., 4340—4400",ref_text,1890,15
70,2,"Fahnehjelms, O. B., ing., stärbh., Kl., 5970—",ref_text,1890,16
70,2,"Fahnehjelm, J. V., kapten, E., 6500—5200",ref_text,1890,17
70,2,"Fahnehjelm, U. V. O., änkefru, E., 6810 —11100",ref_text,1890,18
70,2,"Faleij, E. A., bryggm., Kh., 4800—4100",ref_text,1890,19
70,2,"Falgren, K. E., disp., J., 7230—7700",ref_text,1890,20
70,2,"Falgren, E. A., fil. kand., J., 1140—5700",ref_text,1890,21
70,2,"Falk, A. F. V., amanuens, Mt., 7640—16200",ref_text,1890,22
70,2,"Falk,S.,dir.,Kt.,4670—5000",ref_text,1890,23
70,2,"Falk, K. O. J., faktor, Mt., 4460—4000",ref_text,1890,24
70,2,"Falk, C. F., fil. d:r, A., 5620—6400",ref_text,1890,25
70,2,"Falk, A. E., fröken, Kt., 1430—5100",ref_text,1890,26
70,2,"Falk, A. V., fröken, J., 4390—37900",ref_text,1890,27
70,2,"Falk, E. Ch., fröken, Kt., 1420—5100",ref_text,1890,28
70,2,"Falck, H., fröken, E., 3950—4900",ref_text,1890,29
70,2,"Falk, H., fröken, J., -7900",ref_text,1890,30
70,2,"Falk, H. A., handl., Kl., 20840—24300",ref_text,1890,31
70,2,"Falk, K. G., journalist, Kh., 5780—5200",ref_text,1890,32
70,2,"Falk, S., journalist, Kh., 5520—5300",ref_text,1890,33
70,2,"Falk, M. A., f. d. landssekr., H., 9780—11100",ref_text,1890,34
70,2,"hustru,H.A.M.,130-400",ref_text,1890,35
70,2,"Falk, A. V., lärov.-råd, G., 7870—7300",ref_text,1890,36
70,2,"Falk,S.,revisor,O.,5680-5100",ref_text,1890,37
70,2,"Falk, H. O., rev.-sekr., H., 9980—8300",ref_text,1890,38
70,2,"Fak, A. M., änkefru, O., —4400",ref_text,1890,39
71,1,"Falk, E. J., änkefru, Kl., —10400",ref_text,1995,1
71,1,"Falk, L. F., änkefru, J., 2130—20900",ref_text,1995,2
71,1,"Falk, S., öfverste, H., 4890—4600",ref_text,1995,3
71,1,"Falke, L. A., f. d. bruksägare, E., —28800",ref_text,1995,4
71,1,"hustru, A. S. A., —400",ref_text,1995,5
71,1,"Falkenberg, A. C. M., amanuens, H., 8570—8600",ref_text,1995,6
71,1,"Falkenberg, F. C. C., arkitekt, E., 3630—5300",ref_text,1995,7
71,1,"Falkenberg, C. A., frih., E., 9630—8800",ref_text,1995,8
71,1,"Falkenbergs, C. E., frih:a, stärbhus, H., 2010—16200",ref_text,1995,9
71,1,"Falkenberg, C. L. U., fröken, O., 490—11600",ref_text,1995,10
71,1,"Falkenberg, H. O. M:son, kapten, J., 5260—38400",ref_text,1995,11
71,1,"Falkenberg, M. H. F., kassakontr., Kt., 9840—11000",ref_text,1995,12
71,1,"Falkenberg, G. M. M., minister, N., 31000—44200",ref_text,1995,13
71,1,"hustru, E. J., 12800—14400",ref_text,1995,14
71,1,"Falkenberg, E. M., änkefrih:a, H., 1630 —4800",ref_text,1995,15
71,1,"Falkengren, G. H., f. d. öfverstelöjtn., J., 3520—7700",ref_text,1995,16
71,1,"Falkman, O. C. A., verkst. dir., O., 17800—33100",ref_text,1995,17
71,1,"Falkman, P. L. T., kapten, H., 13010 —27900",ref_text,1995,18
71,1,"Falkman, H. L. S., postexp., G., 5970—5000",ref_text,1995,19
71,1,"Falkman, E. J. F., änkefru, H., 2020 14300",ref_text,1995,20
71,1,"Falkman, J. A., änkefru, E., 2250—12100",ref_text,1995,21
71,1,"Falkman, O. V., öfverste, O., 18860—48200",ref_text,1995,22
71,1,"Fallenius, S. A. C., sekr., H., 4860—6200",ref_text,1995,23
71,1,"Fallenius, A. H. C., änkefru, H., 1000—5100",ref_text,1995,24
71,1,"Fallenius, C. M. H., öfverste, H., 9710—9900",ref_text,1995,25
71,1,"Fallenius, C. C. H., öfverstelöjtn., H., 7960—8000",ref_text,1995,26
71,1,"hustru, A. L., 20—",ref_text,1995,27
71,1,"Fallgren, C. A., f. d. målarm., A., 8100 —7600",ref_text,1995,28
71,1,"Fallstedt, A., fru, H., 150—5300",ref_text,1995,29
71,1,"Fallstedt, H., postkontr., Kl., 6590—6300",ref_text,1995,30
71,2,"Fant, G. F., revisor, E., 5270—6000",ref_text,1995,1
71,2,"Fast, J. R., t. f. prot.-sekr., E., 5420—5300",ref_text,1995,2
71,2,"Fastbom, E. F., skådesp., H., 6160—5800",ref_text,1995,3
71,2,"Fastighetsakt.-bol. Brunkhalsen, N , —4000",ref_text,1995,4
71,2,"Fastighetsakt.-bol. Brunkhufvudet, N., -18200",ref_text,1995,5
71,2,"Fastighetsakt.-bol. Clara, N., -7200",ref_text,1995,6
71,2,"Fastighetsakt.-bol. Drott, Kl., -233600",ref_text,1995,7
71,2,"Fastighetsakt.-bol. Eken, Kl., —6200",ref_text,1995,8
71,2,"Fastighetsakt.-bol. Elgen, E., —5400",ref_text,1995,9
71,2,"Fastighetsakt.-bol. Excelsior, N., -9800",ref_text,1995,10
71,2,Fastigh.-akt.-bol. n:r 7,ref_text,1995,11
71,2,"Frigga, Kl., -8700",ref_text,1995,12
71,2,"Fastighetsakt.-bol. Iris, A., 5480—18300",ref_text,1995,13
71,2,"Fastighetsakt.-bol. Jakob, J., 4440—4500",ref_text,1995,14
71,2,"Fastighetsaktiebolaget Kejsarkronan, G., —15500",ref_text,1995,15
71,2,"Fastighetsakt.-bol. Kungsholmen, Kh., -22000",ref_text,1995,16
71,2,"Fastighetsakt.-bcl. Käpplingen, J., —5500",ref_text,1995,17
71,2,"Fastigh.-akt.-bol. Linnekvarnen, H.,—5500",ref_text,1995,18
71,2,"Fastighetsakt.-bol. Riddaren, J., —22600",ref_text,1995,19
71,2,"Fastighetsakt.-bol. Sturegatan n:r 24, E., -13800",ref_text,1995,20
71,2,"Fastighetsakt.-bol. Torpa, H., -10900",ref_text,1995,21
71,2,"Fasigh.-akt.-bol. Valhallavägen, E., —8200",ref_text,1995,22
71,2,"Fastighetsaktiebolaget Vinkelhaken, Kl., -243'00",ref_text,1995,23
71,2,"Fastighetsakt.-bol. Vårt Hem, A., 7940—22600",ref_text,1995,24
71,2,"Fastigh.-akt.-bol. Östermalm, O., —11700",ref_text,1995,25
71,2,"Faugust,K.F.,grossh.,Kl.,5000—",ref_text,1995,26
71,2,"Favre, C. A. H., underlöjtn., H., 4160—3800",ref_text,1995,27
71,2,"Faxe, I. K., änkefru, J., 21080—28600",ref_text,1995,28
71,2,"Faxén, G. H., skohandl., G., 4040—3700",ref_text,1995,29
71,2,"Fearenside, C. S., lektor, J., 4000—3800",ref_text,1995,30
71,2,"Feght, J. P., bruksägare, G., 200—18400",ref_text,1995,31
71,2,"Fehr, O. H., e. o. hofr.-not., Kl., 4380-3900",ref_text,1995,32
71,2,"Fehr, C. R., red., A., 8200—7900",ref_text,1995,33
71,2,"hustru,E.,40—",ref_text,1995,34
71,2,"Fehr, A. M., änkefru, N., 3350—4300",ref_text,1995,35
71,2,"v. Fei'itzen, F. A. G., civiling., Kh., 2500—7600",ref_text,1995,36
71,2,"v. Feilitzen, O. G. R., f. d. kommendör, H., 4720—10300",ref_text,1995,37
71,2,"v. Feilitzen, H. M., änkefru, E., 670—4400",ref_text,1995,38
71,2,"lämnas sakkunnigt biträde af jur. kand., v. härads- höfding grefve",text,1995,39
71,2,Birgerjarlsgatan_31.,text,1995,40
72,1,"v. Feilitzen, C. M., öfverdir., H., 9650—14300",ref_text,2115,1
72,1,"Feindel, Ph., köksm., O., 6360—5900",ref_text,2115,2
72,1,"Felderhoff,O.,prokurist,Mt.,6950—6700",ref_text,2115,3
72,1,"Felldin,A.F.,afd.-chef.,Mt.,6900—6300",ref_text,2115,4
72,1,"Fellenius, K. G. G., e. o. kammarskr., H., 4960—4400",ref_text,2115,5
72,1,"Fellenius, V. K. A., prof., A., 11750—13800",ref_text,2115,6
72,1,"Fellower-Gordon,H.G.,J.,-16600",ref_text,2115,7
72,1,"Femder,H.,ing.,H.,17130—18400",ref_text,2115,8
72,1,"Fenixpalatset,akt.-bol.,Kl.,6000—",ref_text,2115,9
72,1,"Fenno, C. A., Carlson, f. d. bokhåll., J., 3650—4500",ref_text,2115,10
72,1,"Ferlin, R. W., bankokomm., H., 9280—8500",ref_text,2115,11
72,1,"Ferlin, M., änkefru, Mt., 3800—13100",ref_text,2115,12
72,1,"Fernberg; V. O., handl., Kt., 3210—4500",ref_text,2115,13
72,1,"Fernissaktiebolaget,E.,14390—",ref_text,2115,14
72,1,"Fernissaktiebolaget,J.,—12400",ref_text,2115,15
72,1,"Fernqvist, O. A., kapphandl., Mt., 7240—6600",ref_text,2115,16
72,1,"Fernqvist, L. A., änkefru, H., 2290—6200",ref_text,2115,17
72,1,"Fernström, E. V. J., kassör, E., 4800—3400",ref_text,2115,18
72,1,"Feron, C. T., juvelerare, Kl., 29000—34000",ref_text,2115,19
72,1,"Feron, E. T., änkefru, J., 9000—12100",ref_text,2115,20
72,1,"Fersen-Gyldenstolpe, A. L., minister, N., 62180—61600",ref_text,2115,21
72,1,"Fersen-Gyldenstolpe, A. G., öfverhofstallmästare, H., 14300—12600",ref_text,2115,22
72,1,"Fevrell, E. F. T., löjtnant, H., 4230—9200",ref_text,2115,23
72,1,"hustru, B., 9500—26800",ref_text,2115,24
72,1,"Feychting, E. O. B., guldslagare, A., 3200—8500",ref_text,2115,25
72,1,"Feychting, R. H., järnh., Kl., 10690—10500",ref_text,2115,26
72,1,"Feychting, S. E., komm.-kapten, O., 9230 —14100",ref_text,2115,27
72,1,"Feychting,E.S.,änkefru,A.,6190—12600",ref_text,2115,28
72,1,"Fick, H. P. V., disp., E., 4200—3800",ref_text,2115,29
72,1,"hustru, C., —200",ref_text,2115,30
72,1,"Fick, E. F., kapten, E., 5180—4400",ref_text,2115,31
72,1,"hustru, E., 5070—10300",ref_text,2115,32
72,1,"Fick, H. E. W., lõjtnant, H., 6640—6500",ref_text,2115,33
72,1,"Fick, E. M., änkefru, O., 11980—28900",ref_text,2115,34
72,1,"v. Fieandt, B. G., kapten, O., 4410—4000",ref_text,2115,35
72,1,"Filipson, F. A., disp., H., 7650—6700",ref_text,2115,36
72,1,"Fillol, E. B. A., fäktm., E., 5500—5200",ref_text,2115,37
72,1,"Fineman, C. G., fil. d:r, O., 6050—23500",ref_text,2115,38
72,2,"Finnström, W. F. Rothenburg, agent, Kh., 4680—4100",ref_text,2115,1
72,2,"hustru,A.A.,2000—1800",ref_text,2115,2
72,2,"Finnström, A. O. G., järnv.-tjm., H., 4110—3200",ref_text,2115,3
72,2,"Finpappersbrukens försäljn.-akt.-bol., Kl., 5750—6100",ref_text,2115,4
72,2,"Fintling, J. W., fabr., A., 3890—4200",ref_text,2115,5
72,2,"Fischer, Elis, akt.-bol., M., 11110—11000",ref_text,2115,6
72,2,"Fischer, J. G. A., expeditionsförest., Kh., 4600—4400",ref_text,2115,7
72,2,"Fisher, A., grossh., A., 99900—161400",ref_text,2115,8
72,2,"Fischer, C. G. H., sekr., Kh., 4060—3400",ref_text,2115,9
72,2,"Fischer, E. V., tandl., J., 6900—6500",ref_text,2115,10
72,2,"Fischier, P. E. M., rektor, J., 8180—7600",ref_text,2115,11
72,2,"Flach, A. W., öfverdir., E., 7910—7600",ref_text,2115,12
72,2,"Flack, R. F., kamrer, J., 4870—4200",ref_text,2115,13
72,2,"Flagstad, C. A. E., tjm., A., 2190—1800",ref_text,2115,14
72,2,"hustru, A. M., 3000—2600",ref_text,2115,15
72,2,"Fleetwood, H. J. H. H., fröken, Kl., 3740—5000",ref_text,2115,16
72,2,"Fleetwood, C. F. M., häradsh., A., 18700—18300",ref_text,2115,17
72,2,"Fleetwood, H. A. K. S., f. d. musikl:a, M., 4820—6200",ref_text,2115,18
72,2,"Fleetwood, R. A. S., riddarhuskamrer, N., 7100—13000",ref_text,2115,19
72,2,"Fleetwood,H.G.,sekr.,O.,4190-3500",ref_text,2115,20
72,2,"Fleming, O. H. A., major, E., 28600—34000",ref_text,2115,21
72,2,"Flensburg, C. A. V., 1:ste lifmedikus, Kl., 27070—41100",ref_text,2115,22
72,2,"Flensburg, E. G., rådman, O., 9230—8600",ref_text,2115,23
72,2,"Flodén, C. F., dir., Kh., 8450—7900",ref_text,2115,24
72,2,"Flodenberg, T., banktjm., H., 5330—6000",ref_text,2115,25
72,2,"Flodenberg, F. M., grossh., Kt., 3100—4300",ref_text,2115,26
72,2,"Flodenius, C. A., verkst. dir., E., 6340—8500",ref_text,2115,27
72,2,"Floderus, M. E. C., fröken, H., 3200—6800",ref_text,2115,28
72,2,"Floderus, B. G. O., öfverläkare, O., 35740 —35700",ref_text,2115,29
72,2,"Flodin, J. H., byrådir., A., 10280—9900",ref_text,2115,30
72,2,"Flodin, C. E., byråing., Mt., 5330—5100",ref_text,2115,31
72,2,"Flodin,G.W.,handl.,A.,4740-6400",ref_text,2115,32
72,2,"Flodin, K. R. F., hoffotograf, J., 8020—",ref_text,2115,33
72,2,"Flodin, K. R. F., hoffotograf, O., -7100",ref_text,2115,34
72,2,"Flodin, C. C. L., änkefru, H., 5110—20400",ref_text,2115,35
73,1,"Flodmark, J. H. A., arkivarie, H, 4680—6200",ref_text,2165,1
73,1,"Flodkvist, K. R., dir., H., 21200—2300",ref_text,2165,2
73,1,"Flodqvist, C. M., grossh., M., 1870—1500",ref_text,2165,3
73,1,"hustru, I. H., 5300—5000",ref_text,2165,4
73,1,"Flodkvist, L. G., prakt. läk., J., 17290—14000",ref_text,2165,5
73,1,"Flodkvist, E. F., änkefru, H., 6190—7600",ref_text,2165,6
73,1,"Flodström,A.Ch.,kassör,G,4350—5200",ref_text,2165,7
73,1,"Florin, A. E., fotograf, M., 5050—4600",ref_text,2165,8
73,1,"Florman, E., hoffotograf, J, 4800—",ref_text,2165,9
73,1,"Florman, A. G. E., underlöjtn., H., 5000 —5000",ref_text,2165,10
73,1,"Florman, G. F. C., underlöjtn., H., 10000 —10000",ref_text,2165,11
73,1,"Flygare, J. M., fru, E., 9210—32200",ref_text,2165,12
73,1,"Flygare, E. H. A., fröken, H., 2020—4000",ref_text,2165,13
73,1,"Flygare,M.L.E.,fröken,O,-5200",ref_text,2165,14
73,1,"Flygare, W. M. E., fröken, O., -5600",ref_text,2165,15
73,1,"Flygare,A.,handelsr.,H.,5000-4500",ref_text,2165,16
73,1,"Champagne Delbeck & C:o, Reims.",text,2165,17
73,1,Profva den! Jämför och döm!,text,2165,18
73,1,"Flygare, C., major, O, 9130--8500",ref_text,2165,19
73,1,"Flygare, I. K. E., änkefru, O, 500—50000",ref_text,2165,20
73,1,"Flygelholm, C. F., f. d. handl., Kh., 12740 —13500",ref_text,2165,21
73,1,"Flygt, O. S. H., verkst. dir., H., 38030—37700",ref_text,2165,22
73,1,"Flygt, E. H. F., ing., A., 100",ref_text,2165,23
73,1,C0-10000,ref_text,2165,24
73,1,"Flygt, E., underlöjtn., H., 5650—5600",ref_text,2165,25
73,1,"Fock, A. M., fröken, O., 3600—4900",ref_text,2165,26
73,1,"Fock, K. H., kammarskr., Kt, 4480—4300",ref_text,2165,27
73,1,"Fogelberg, P. A., adjunkt, Kt., 7280—6400",ref_text,2165,28
73,1,"Fogelberg, A. F. H., marinint., H., 4370—3600",ref_text,2165,29
73,1,"Fogelberg, G. M. A., änkefru, O., 1150—4600",ref_text,2165,30
73,1,"Fogelmark, G. E., aman., H, 3600—7700",ref_text,2165,31
73,1,"Fogelmark,E.A.C.,fröken,H.,470—4700",ref_text,2165,32
73,1,"Fogelmark, M. A. M., änkefru, H., 600 —10900",ref_text,2165,33
73,1,"Fogelmark, H., öfvering., Kh., 11330—10800",ref_text,2165,34
73,1,"Fogelström, F. F., grossh., N., 5450—",ref_text,2165,35
73,1,I TAXERINGSMÄL,text,2165,36
73,2,"Fogelström, O. A., f. d. kammarrättsrev., O., 4000–3600",ref_text,2165,1
73,2,"Fogelström, K. J., kamrer, O., 6360—5900",ref_text,2165,2
73,2,"Fogelström, O. T., roteman, O, 4080—3800",ref_text,2165,3
73,2,"Fogman, C. G. A., banktjm., Kl., 4750—4300",ref_text,2165,4
73,2,"Fogman, K. G., änkefru, J., 10520—25300",ref_text,2165,5
73,2,"Folcker, I. G., fabrikör, Kh., 5950—8400",ref_text,2165,6
73,2,"Folcker, J. F., löjtnant, J., 7550—6600",ref_text,2165,7
73,2,"Folin, K. E. V., f. d. disp., O., 6520—102300",ref_text,2165,8
73,2,"Folin, K. A., v. häradsh, H., 11690—10500",ref_text,2165,9
73,2,"Folin, C. E., privatman, O., 2150—7500",ref_text,2165,10
73,2,"Folkard-Holmgren, J. F., komm.-adj, Kh., 4330—4100",ref_text,2165,11
73,2,"Folke, E. H., f. d. handl., O., 2940—9100",ref_text,2165,12
73,2,"Folke, E., missionsförest, M, 6900—6500",ref_text,2165,13
73,2,"Folkeson, Maria L., prakt. läkare, Kl., 5120—4600",ref_text,2165,14
73,2,"Fonte'i, C. R., jur. kand., Kt., 4270—7200",ref_text,2165,15
73,2,"Fornander, A. K, professorska, G, 820—11500",ref_text,2165,16
73,2,"Fornmark, B. R., agronom, J., —26700",ref_text,2165,17
73,2,"Forsbergs,A.V.,akt.-bol.,Kt.,-32100",ref_text,2165,18
73,2,"Forssberg, J. V., bankir, Mt, 6850-6600",ref_text,2165,19
73,2,"Forsbergs, S. A., dentaldepôt, akt.-bol., H., 13350—11700",ref_text,2165,20
73,2,"Forsberg, A., verkst. dir., H., 6210—8500",ref_text,2165,21
73,2,"Forsberg, K. V., f. d. dir., Kt., 2600—14100",ref_text,2165,22
73,2,"Forssberg, E. K., fabrikörsänka, Kh., 260—19400",ref_text,2165,23
73,2,"Forsbergh, A., grossh., N., -6500",ref_text,2165,24
73,2,"Forssberg, F. O. C., f. d. grossh., A., 500—18100",ref_text,2165,25
73,2,"Forsberg,F.V.,grossh.,Kl,22020—",ref_text,2165,26
73,2,"Forsberg, K. O., grossh., J., 15780—14100",ref_text,2165,27
73,2,"Forsberg, E. H., husäg., Kh., 3300—6400",ref_text,2165,28
73,2,"Forsberg,G.A.,ing.,Mt.,4500—4500",ref_text,2165,29
73,2,"Forsberg, K. E., inspektör, J., 13000—12900",ref_text,2165,30
73,2,"Forsberg, E. V., kamrer, Kt., 10420—9200",ref_text,2165,31
73,2,"hustru, M. E., 120—100",ref_text,2165,32
73,2,"Forsberg, C. A., kapten, H., 4900—5000",ref_text,2165,33
73,2,"Forssberg, N. R., kassör, Kh., 2730—4800",ref_text,2165,34
73,2,"Forsberg, J. G., konditor, Kl., 5250—6100",ref_text,2165,35
73,2,"Forssberg,G.P.,konstsmed,E.,-6200",ref_text,2165,36
74,1,"Forsberg, C. G., kontorist, M., 8790—8400",ref_text,1960,1
74,1,"hustru, J. A., 1900—1700",ref_text,1960,2
74,1,"Forsberg, V. V., f. d. måleriidkare, G., 8380—9500",ref_text,1960,3
74,1,"Forssberg, G. L., rektor, Kh., 400--7100",ref_text,1960,4
74,1,"Forssberg,G.L.,rektor,Kl.,6000—",ref_text,1960,5
74,1,"Forsberg, K. V. E., tandläk., J., 18230--14600",ref_text,1960,6
74,1,"Forsberg, C. G. W., tjm., Kh., 4200--3800",ref_text,1960,7
74,1,"Forsberg, A. M. L., änkefru, O., 4700—5800",ref_text,1960,8
74,1,"Forsberg, C. K., änkefru, J., 2800—7700",ref_text,1960,9
74,1,"Forssberg, M. T., änkefru, O., 13820—20500",ref_text,1960,10
74,1,"Forssberg, S. A. M., änkefru, O., 4400—4300",ref_text,1960,11
74,1,"Forsberg, A. V., öfverlärare, Kl., 4010 —4000",ref_text,1960,12
74,1,"Forsblad, J. E., dir., E., 18000—14800",ref_text,1960,13
74,1,"Forssblad, J. E. W., änkefru, O., 2450—5100",ref_text,1960,14
74,1,"Forselius, E. V., uppb.-man, M, 4380—3900",ref_text,1960,15
74,1,"Forsell, D., E., 13070—15800",ref_text,1960,16
74,1,"Forsell, H. O., v. auditor, H., 10800—10300",ref_text,1960,17
74,1,"Forssell, C. A., verkst. dir., Kh., 17770—14700",ref_text,1960,18
74,1,"Forssell, C. C. F., verkst. dir., Kh., 4360—3700",ref_text,1960,19
74,1,"Forssell, C. F. J., verkst. dir., Mt., 8690 —7900",ref_text,1960,20
74,1,"Forssell, M. L., folkskoll:a, O., 3910—10500",ref_text,1960,21
74,1,"Forsell, A., fröken, O., 390—4600",ref_text,1960,22
74,1,"Forsell, C. J. J., hofsångare, J., 65700—65500",ref_text,1960,23
74,1,"Forssell, I. O., f. d. landtbr., H., 1290—17100",ref_text,1960,24
74,1,"Forssell, C. A., löjtnant, G., 8000—7400",ref_text,1960,25
74,1,"Forssell, O. H:son, med. d:r, A., 8450—9100",ref_text,1960,26
74,1,"Forsell, C. G. A:son, prakt. läkare, Kh., 16790—15900",ref_text,1960,27
74,1,"Forsell, A., postexp., Kl., 5270—4500",ref_text,1960,28
74,1,"Forsell, M. W., sjukgymnast, H., 1500—4900",ref_text,1960,29
74,1,"Forsell, O. E., sjökapten, H., 3380—6500",ref_text,1960,30
74,2,"Forssell, T. A. V., tjm., E., 4260—3900",ref_text,1960,1
74,2,"Forsell, S. G. V., translator, J., 5790—8100",ref_text,1960,2
74,2,"Forssell, S., värdshusvärd, O., 3200—5200",ref_text,1960,3
74,2,"Forsell, A. S. C., änkefru, É., 35370—42000",ref_text,1960,4
74,2,"Forssén, C. J., handl., Mt., 4600—3900",ref_text,1960,5
74,2,"Forssenius, A., fröken, H., 3350—4200",ref_text,1960,6
74,2,"Forsgrén, B. O. M., e. o. amanuens, H., 3820—6000",ref_text,1960,7
74,2,"Forsgrén, I. B., fröken, E., 2680—40500",ref_text,1960,8
74,2,"Forsgren, P. J., kammarskr., Kt., 3020 —2700",ref_text,1960,9
74,2,"hustru,E.,1500—1500",ref_text,1960,10
74,2,"Forsgren, O. V., korrespondent, J., 4000 —3400",ref_text,1960,11
74,2,"Forsgren, B. M., f. d. rådman, H., 5930 —43800",ref_text,1960,12
74,2,"hustru, B. M. N., 3230—13600",ref_text,1960,13
74,2,"Forsgren, E. O., f. d. skogsförvaltare, J., 5540—5900",ref_text,1960,14
74,2,"Forssling,A.T.,grossh.,O.,16380—18300",ref_text,1960,15
74,2,"Forslund, J. F. J., dir., A., 4000—3700",ref_text,1960,16
74,2,"Forsslund, K. A. R., magasinsbokh., M., 4150—4000",ref_text,1960,17
74,2,"Forsslund, F. E., tjm., Mt., 6110—5600",ref_text,1960,18
74,2,"Forssman, L. E. N., afd.-chef, O., 11560 —15600",ref_text,1960,19
74,2,"Forsman, S. M., fil. kand., Mt., 2690—2300",ref_text,1960,20
74,2,"hustru, S. M., 1590—1500",ref_text,1960,21
74,2,"Forsman, Sonja E., fröken, J., —13900",ref_text,1960,22
74,2,"Forsman, J. H., f. d. handelsr., O., 3720—6300",ref_text,1960,23
74,2,"Forsman, C. N., f. d. krigsråd, E., 5370 —5000",ref_text,1960,24
74,2,"Forsman, M., not., M., 6180—5700",ref_text,1960,25
74,2,"Forsmark, E., prakt. läkare, A., 12590—11000",ref_text,1960,26
74,2,"Forsmark, L., regementslak., H., 7190—",ref_text,1960,27
74,2,"Forsner, T. H., advokat, E., 13260—12100",ref_text,1960,28
74,2,"Forssner, J. H., docent, E., 26990—24500",ref_text,1960,29
74,2,"Forsner,A.P.,handl.,Kl.,33500—",ref_text,1960,30
74,2,"Forssner, E. S., änkefru, Kh., 3420—4800",ref_text,1960,31
74,2,"Forstners paraplyfabriksaktiebolag, Kl., 4680—4600",ref_text,1960,32
74,2,"Foss,M.E.,dir.,E.,5000—7300",ref_text,1960,33
74,2,"Fosselius,L.,ing.,Kl.,5150—3900",ref_text,1960,34
74,2,"Fosterud, P. C., fastigh.-äg., G., 700—4200",ref_text,1960,35
